"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"novembro 2014";"7201018.Tratamento de animais";"1,19";"0,2159"
"novembro 2014";"7201019.Bicicleta";"0,53";"0,0987"
"novembro 2014";"7201020.Alimento para animais";"0,27";"0,2517"
"novembro 2014";"7201023.Brinquedo";"0,73";"0,4346"
"novembro 2014";"7201052.Locação de DVD";"-0,17";"0,1293"
"novembro 2014";"7201054.Boate e danceteria";"0,85";"0,2873"
"novembro 2014";"7201063.Jogos de azar";"0,00";"0,3793"
"novembro 2014";"7201068.Motel";"0,00";"0,0035"
"novembro 2014";"7201090.Hotel";"0,70";"0,4403"
"novembro 2014";"7201095.Excursão";"1,39";"0,3547"
"novembro 2014";"7202.Fumo";"0,00";"1,0181"
"novembro 2014";"7203.Fotografia e filmagem";"-1,59";"0,0758"
"novembro 2014";"8101.Cursos regulares";"0,00";"2,9600"
"novembro 2014";"8102.Leitura";"0,92";"0,5361"
"novembro 2014";"8103.Papelaria";"1,36";"0,3414"
"novembro 2014";"8104.Cursos diversos";"0,00";"0,7988"
"novembro 2014";"9.Comunicação";"0,08";"4,2472"
"dezembro 2014";"Índice geral";"0,78";"100,0000"
"dezembro 2014";"1.Alimentação e bebidas";"1,08";"24,8597"
"dezembro 2014";"2101.Aluguel e taxas";"0,48";"7,2142"
"dezembro 2014";"2103.Reparos";"0,51";"2,5451"
"dezembro 2014";"2104.Artigos de limpeza";"0,64";"0,8712"
"dezembro 2014";"22.Combustíveis e energia";"0,51";"4,1392"
"dezembro 2014";"3.Artigos de residência";"0,00";"4,5243"
"dezembro 2014";"4.Vestuário";"0,85";"6,4769"
"dezembro 2014";"5101.Transporte público";"4,78";"4,4834"
"dezembro 2014";"5102.Veículo próprio";"0,04";"9,0798"
"dezembro 2014";"5104.Combustíveis (veículos)";"0,77";"4,8633"
"dezembro 2014";"61.Produtos farmacêuticos e óticos";"0,28";"3,6401"
"dezembro 2014";"62.Serviços de saúde";"0,72";"5,0126"
"dezembro 2014";"63.Cuidados pessoais";"0,25";"2,6776"
"dezembro 2014";"71.Serviços pessoais";"0,97";"6,6202"
"dezembro 2014";"7201001.Cinema";"1,53";"0,1848"
"dezembro 2014";"7201002.CD e DVD";"-1,17";"0,0539"
"dezembro 2014";"7201003.Ingresso para jogo";"0,00";"0,0127"
"dezembro 2014";"7201006.Clube";"0,81";"0,1602"
"dezembro 2014";"7201010.Instrumento musical";"0,54";"0,0422"
"dezembro 2014";"7201018.Tratamento de animais";"-0,14";"0,2174"
"dezembro 2014";"7201019.Bicicleta";"-0,07";"0,0986"
"dezembro 2014";"7201020.Alimento para animais";"0,33";"0,2511"
"dezembro 2014";"7201023.Brinquedo";"0,61";"0,4356"
"dezembro 2014";"7201052.Locação de DVD";"0,64";"0,1285"
"dezembro 2014";"7201054.Boate e danceteria";"0,78";"0,2883"
"dezembro 2014";"7201063.Jogos de azar";"0,00";"0,3774"
"dezembro 2014";"7201068.Motel";"0,00";"0,0035"
"dezembro 2014";"7201090.Hotel";"-1,38";"0,4413"
"dezembro 2014";"7201095.Excursão";"2,05";"0,3579"
"dezembro 2014";"7202.Fumo";"0,00";"1,0129"
"dezembro 2014";"7203.Fotografia e filmagem";"-0,13";"0,0742"
"dezembro 2014";"8101.Cursos regulares";"0,00";"2,9450"
"dezembro 2014";"8102.Leitura";"0,37";"0,5384"
"dezembro 2014";"8103.Papelaria";"0,36";"0,3443"
"dezembro 2014";"8104.Cursos diversos";"0,00";"0,7948"
"dezembro 2014";"9.Comunicação";"0,00";"4,2293"
"janeiro 2015";"Índice geral";"1,24";"100,0000"
"janeiro 2015";"1.Alimentação e bebidas";"1,48";"24,9324"
"janeiro 2015";"2101.Aluguel e taxas";"1,16";"7,1916"
"janeiro 2015";"2103.Reparos";"0,87";"2,5383"
"janeiro 2015";"2104.Artigos de limpeza";"0,34";"0,8701"
"janeiro 2015";"22.Combustíveis e energia";"6,01";"4,1273"
"janeiro 2015";"3.Artigos de residência";"-0,28";"4,4895"
"janeiro 2015";"4.Vestuário";"-0,69";"6,4821"
"janeiro 2015";"5101.Transporte público";"5,07";"4,6587"
"janeiro 2015";"5102.Veículo próprio";"1,00";"9,0148"
"janeiro 2015";"5104.Combustíveis (veículos)";"0,28";"4,8633"
"janeiro 2015";"61.Produtos farmacêuticos e óticos";"0,24";"3,6218"
"janeiro 2015";"62.Serviços de saúde";"0,99";"5,0096"
"janeiro 2015";"63.Cuidados pessoais";"-0,83";"2,6636"
"janeiro 2015";"71.Serviços pessoais";"1,18";"6,6322"
"janeiro 2015";"7201001.Cinema";"1,72";"0,1861"
"janeiro 2015";"7201002.CD e DVD";"0,81";"0,0529"
"janeiro 2015";"7201003.Ingresso para jogo";"0,00";"0,0126"
"janeiro 2015";"7201006.Clube";"2,26";"0,1603"
"janeiro 2015";"7201010.Instrumento musical";"0,53";"0,0421"
"janeiro 2015";"7201018.Tratamento de animais";"1,40";"0,2154"
"janeiro 2015";"7201019.Bicicleta";"0,47";"0,0978"
"janeiro 2015";"7201020.Alimento para animais";"0,75";"0,2499"
"janeiro 2015";"7201023.Brinquedo";"0,00";"0,4350"
"janeiro 2015";"7201052.Locação de DVD";"0,21";"0,1283"
"janeiro 2015";"7201054.Boate e danceteria";"-0,01";"0,2884"
"janeiro 2015";"7201063.Jogos de azar";"0,00";"0,3744"
"janeiro 2015";"7201068.Motel";"1,37";"0,0035"
"janeiro 2015";"7201090.Hotel";"0,47";"0,4319"
"janeiro 2015";"7201095.Excursão";"5,62";"0,3618"
"janeiro 2015";"7202.Fumo";"6,89";"1,0052"
"janeiro 2015";"7203.Fotografia e filmagem";"-3,61";"0,0736"
"janeiro 2015";"8101.Cursos regulares";"0,17";"2,9225"
"janeiro 2015";"8102.Leitura";"1,30";"0,5359"
"janeiro 2015";"8103.Papelaria";"0,66";"0,3428"
"janeiro 2015";"8104.Cursos diversos";"0,00";"0,7885"
"janeiro 2015";"9.Comunicação";"0,15";"4,1958"
"fevereiro 2015";"Índice geral";"1,22";"100,0000"
"fevereiro 2015";"1.Alimentação e bebidas";"0,81";"24,9945"
"fevereiro 2015";"2101.Aluguel e taxas";"0,64";"7,1839"
"fevereiro 2015";"2103.Reparos";"0,77";"2,5291"
"fevereiro 2015";"2104.Artigos de limpeza";"0,81";"0,8625"
"fevereiro 2015";"22.Combustíveis e energia";"2,52";"4,3214"
"fevereiro 2015";"3.Artigos de residência";"0,87";"4,4232"
"fevereiro 2015";"4.Vestuário";"-0,60";"6,3608"
"fevereiro 2015";"5101.Transporte público";"-1,18";"4,8325"
"fevereiro 2015";"5102.Veículo próprio";"0,93";"8,9927"
"fevereiro 2015";"5104.Combustíveis (veículos)";"7,95";"4,8165"
"fevereiro 2015";"61.Produtos farmacêuticos e óticos";"0,01";"3,5862"
"fevereiro 2015";"62.Serviços de saúde";"0,87";"4,9951"
"fevereiro 2015";"63.Cuidados pessoais";"0,89";"2,6098"
"fevereiro 2015";"71.Serviços pessoais";"0,60";"6,6269"
"fevereiro 2015";"7201001.Cinema";"1,56";"0,1868"
"fevereiro 2015";"7201002.CD e DVD";"-0,22";"0,0528"
"fevereiro 2015";"7201003.Ingresso para jogo";"0,38";"0,0125"
"fevereiro 2015";"7201006.Clube";"2,62";"0,1618"
"fevereiro 2015";"7201010.Instrumento musical";"0,35";"0,0416"
"fevereiro 2015";"7201018.Tratamento de animais";"1,64";"0,2155"
"fevereiro 2015";"7201019.Bicicleta";"0,24";"0,0971"
"fevereiro 2015";"7201020.Alimento para animais";"0,32";"0,2487"
"fevereiro 2015";"7201023.Brinquedo";"0,68";"0,4296"
"fevereiro 2015";"7201052.Locação de DVD";"0,02";"0,1270"
"fevereiro 2015";"7201054.Boate e danceteria";"1,53";"0,2849"
"fevereiro 2015";"7201063.Jogos de azar";"0,00";"0,3697"
"fevereiro 2015";"7201068.Motel";"3,13";"0,0035"
"fevereiro 2015";"7201090.Hotel";"-0,86";"0,4289"
"fevereiro 2015";"7201095.Excursão";"6,93";"0,3771"
"fevereiro 2015";"7202.Fumo";"1,16";"1,0609"
"fevereiro 2015";"7203.Fotografia e filmagem";"-0,09";"0,0700"
"fevereiro 2015";"8101.Cursos regulares";"7,24";"2,8910"
"fevereiro 2015";"8102.Leitura";"0,58";"0,5359"
"fevereiro 2015";"8103.Papelaria";"-0,18";"0,3410"
"fevereiro 2015";"8104.Cursos diversos";"7,14";"0,7786"
"fevereiro 2015";"9.Comunicação";"-0,02";"4,1499"
"março 2015";"Índice geral";"1,32";"100,0000"
"março 2015";"1.Alimentação e bebidas";"1,17";"24,8927"
"março 2015";"2101.Aluguel e taxas";"0,56";"7,1426"
"março 2015";"2103.Reparos";"1,06";"2,5180"
"março 2015";"2104.Artigos de limpeza";"0,62";"0,8590"
"março 2015";"22.Combustíveis e energia";"16,37";"4,3772"
"março 2015";"3.Artigos de residência";"0,35";"4,4080"
"março 2015";"4.Vestuário";"0,59";"6,2463"
"março 2015";"5101.Transporte público";"-0,94";"4,7177"
"março 2015";"5102.Veículo próprio";"0,85";"8,9662"
"março 2015";"5104.Combustíveis (veículos)";"1,08";"5,1366"
"março 2015";"61.Produtos farmacêuticos e óticos";"0,10";"3,5435"
"março 2015";"62.Serviços de saúde";"0,76";"4,9773"
"março 2015";"63.Cuidados pessoais";"1,36";"2,6014"
"março 2015";"71.Serviços pessoais";"0,62";"6,5868"
"março 2015";"7201001.Cinema";"-0,41";"0,1874"
"março 2015";"7201002.CD e DVD";"-0,52";"0,0520"
"março 2015";"7201003.Ingresso para jogo";"1,61";"0,0124"
"março 2015";"7201006.Clube";"0,95";"0,1641"
"março 2015";"7201010.Instrumento musical";"0,99";"0,0413"
"março 2015";"7201018.Tratamento de animais";"0,72";"0,2165"
"março 2015";"7201019.Bicicleta";"1,05";"0,0962"
"março 2015";"7201020.Alimento para animais";"0,59";"0,2465"
"março 2015";"7201023.Brinquedo";"-0,58";"0,4273"
"março 2015";"7201052.Locação de DVD";"-0,20";"0,1255"
"março 2015";"7201054.Boate e danceteria";"1,58";"0,2857"
"março 2015";"7201063.Jogos de azar";"0,00";"0,3653"
"março 2015";"7201068.Motel";"-1,45";"0,0036"
"março 2015";"7201090.Hotel";"-0,25";"0,4199"
"março 2015";"7201095.Excursão";"-1,98";"0,3986"
"março 2015";"7202.Fumo";"0,00";"1,0603"
"março 2015";"7203.Fotografia e filmagem";"-1,17";"0,0691"
"março 2015";"8101.Cursos regulares";"0,81";"3,0627"
"março 2015";"8102.Leitura";"0,27";"0,5326"
"março 2015";"8103.Papelaria";"0,59";"0,3363"
"março 2015";"8104.Cursos diversos";"0,88";"0,8242"
"março 2015";"9.Comunicação";"-1,16";"4,0993"
"abril 2015";"Índice geral";"0,71";"100,0000"
"abril 2015";"1.Alimentação e bebidas";"0,97";"24,8600"
"abril 2015";"2101.Aluguel e taxas";"0,74";"7,0885"
"abril 2015";"2103.Reparos";"0,93";"2,5107"
"abril 2015";"2104.Artigos de limpeza";"0,64";"0,8532"
"abril 2015";"22.Combustíveis e energia";"1,24";"5,0266"
"abril 2015";"3.Artigos de residência";"0,66";"4,3660"
"abril 2015";"4.Vestuário";"0,91";"6,2021"
"abril 2015";"5101.Transporte público";"1,01";"4,6138"
"abril 2015";"5102.Veículo próprio";"0,24";"8,9213"
"abril 2015";"5104.Combustíveis (veículos)";"-0,91";"5,1225"
"abril 2015";"61.Produtos farmacêuticos e óticos";"3,09";"3,5006"
"abril 2015";"62.Serviços de saúde";"0,78";"4,9495"
"abril 2015";"63.Cuidados pessoais";"-0,01";"2,6033"
"abril 2015";"71.Serviços pessoais";"0,95";"6,5409"
"abril 2015";"7201001.Cinema";"0,86";"0,1842"
"abril 2015";"7201002.CD e DVD";"0,90";"0,0511"
"abril 2015";"7201003.Ingresso para jogo";"-0,24";"0,0125"
"abril 2015";"7201006.Clube";"0,64";"0,1632"
"abril 2015";"7201010.Instrumento musical";"1,87";"0,0411"
"abril 2015";"7201018.Tratamento de animais";"1,20";"0,2151"
"abril 2015";"7201019.Bicicleta";"1,48";"0,0960"
"abril 2015";"7201020.Alimento para animais";"1,56";"0,2446"
"abril 2015";"7201023.Brinquedo";"0,70";"0,4193"
"abril 2015";"7201052.Locação de DVD";"0,44";"0,1236"
"abril 2015";"7201054.Boate e danceteria";"0,52";"0,2863"
"abril 2015";"7201063.Jogos de azar";"0,00";"0,3605"
"abril 2015";"7201068.Motel";"1,50";"0,0035"
"abril 2015";"7201090.Hotel";"-0,94";"0,4135"
"abril 2015";"7201095.Excursão";"-5,64";"0,3852"
"abril 2015";"7202.Fumo";"0,06";"1,0460"
"abril 2015";"7203.Fotografia e filmagem";"0,00";"0,0674"
"abril 2015";"8101.Cursos regulares";"0,03";"3,0475"
"abril 2015";"8102.Leitura";"1,24";"0,5271"
"abril 2015";"8103.Papelaria";"0,73";"0,3339"
"abril 2015";"8104.Cursos diversos";"0,00";"0,8209"
"abril 2015";"9.Comunicação";"0,31";"3,9986"
"maio 2015";"Índice geral";"0,74";"100,0000"
"maio 2015";"1.Alimentação e bebidas";"1,37";"24,9232"
"maio 2015";"2101.Aluguel e taxas";"0,81";"7,0900"
"maio 2015";"2103.Reparos";"0,16";"2,5157"
"maio 2015";"2104.Artigos de limpeza";"0,65";"0,8525"
"maio 2015";"22.Combustíveis e energia";"2,41";"5,0522"
"maio 2015";"3.Artigos de residência";"0,36";"4,3637"
"maio 2015";"4.Vestuário";"0,61";"6,2132"
"maio 2015";"5101.Transporte público";"-1,91";"4,6275"
"maio 2015";"5102.Veículo próprio";"0,40";"8,8794"
"maio 2015";"5104.Combustíveis (veículos)";"-0,01";"5,0403"
"maio 2015";"61.Produtos farmacêuticos e óticos";"1,56";"3,5827"
"maio 2015";"62.Serviços de saúde";"0,80";"4,9530"
"maio 2015";"63.Cuidados pessoais";"1,07";"2,5844"
"maio 2015";"71.Serviços pessoais";"0,40";"6,5572"
"maio 2015";"7201001.Cinema";"0,62";"0,1845"
"maio 2015";"7201002.CD e DVD";"0,69";"0,0512"
"maio 2015";"7201003.Ingresso para jogo";"-5,63";"0,0124"
"maio 2015";"7201006.Clube";"0,13";"0,1631"
"maio 2015";"7201010.Instrumento musical";"0,29";"0,0416"
"maio 2015";"7201018.Tratamento de animais";"1,16";"0,2161"
"maio 2015";"7201019.Bicicleta";"1,22";"0,0967"
"maio 2015";"7201020.Alimento para animais";"1,86";"0,2466"
"maio 2015";"7201023.Brinquedo";"1,08";"0,4193"
"maio 2015";"7201052.Locação de DVD";"0,10";"0,1233"
"maio 2015";"7201054.Boate e danceteria";"0,43";"0,2858"
"maio 2015";"7201063.Jogos de azar";"12,76";"0,3579"
"maio 2015";"7201068.Motel";"-0,01";"0,0035"
"maio 2015";"7201090.Hotel";"-0,03";"0,4065"
"maio 2015";"7201095.Excursão";"-2,33";"0,3606"
"maio 2015";"7202.Fumo";"0,01";"1,0394"
"maio 2015";"7203.Fotografia e filmagem";"0,78";"0,0670"
"maio 2015";"8101.Cursos regulares";"0,00";"3,0276"
"maio 2015";"8102.Leitura";"0,08";"0,5299"
"maio 2015";"8103.Papelaria";"0,66";"0,3340"
"maio 2015";"8104.Cursos diversos";"0,00";"0,8152"
"maio 2015";"9.Comunicação";"0,17";"3,9829"
"junho 2015";"Índice geral";"0,79";"100,0000"
"junho 2015";"1.Alimentação e bebidas";"0,63";"25,0747"
"junho 2015";"2101.Aluguel e taxas";"1,55";"7,0966"
"junho 2015";"2103.Reparos";"0,18";"2,5015"
"junho 2015";"2104.Artigos de limpeza";"1,52";"0,8515"
"junho 2015";"22.Combustíveis e energia";"0,13";"5,1359"
"junho 2015";"3.Artigos de residência";"0,72";"4,3465"
"junho 2015";"4.Vestuário";"0,58";"6,2035"
"junho 2015";"5101.Transporte público";"2,49";"4,5073"
"junho 2015";"5102.Veículo próprio";"0,37";"8,8490"
"junho 2015";"5104.Combustíveis (veículos)";"-0,30";"5,0033"
"junho 2015";"61.Produtos farmacêuticos e óticos";"0,63";"3,6117"
"junho 2015";"62.Serviços de saúde";"0,84";"4,9565"
"junho 2015";"63.Cuidados pessoais";"1,46";"2,5920"
"junho 2015";"71.Serviços pessoais";"0,64";"6,5355"
"junho 2015";"7201001.Cinema";"0,67";"0,1844"
"junho 2015";"7201002.CD e DVD";"0,12";"0,0511"
"junho 2015";"7201003.Ingresso para jogo";"-0,78";"0,0116"
"junho 2015";"7201006.Clube";"0,30";"0,1621"
"junho 2015";"7201010.Instrumento musical";"2,36";"0,0415"
"junho 2015";"7201018.Tratamento de animais";"1,71";"0,2171"
"junho 2015";"7201019.Bicicleta";"1,02";"0,0971"
"junho 2015";"7201020.Alimento para animais";"0,33";"0,2493"
"junho 2015";"7201023.Brinquedo";"1,43";"0,4207"
"junho 2015";"7201052.Locação de DVD";"0,08";"0,1225"
"junho 2015";"7201054.Boate e danceteria";"-0,25";"0,2848"
"junho 2015";"7201063.Jogos de azar";"30,80";"0,4007"
"junho 2015";"7201068.Motel";"0,87";"0,0035"
"junho 2015";"7201090.Hotel";"-0,77";"0,4032"
"junho 2015";"7201095.Excursão";"-0,68";"0,3501"
"junho 2015";"7202.Fumo";"0,00";"1,0319"
"junho 2015";"7203.Fotografia e filmagem";"-0,32";"0,0670"
"junho 2015";"8101.Cursos regulares";"0,00";"3,0053"
"junho 2015";"8102.Leitura";"1,30";"0,5266"
"junho 2015";"8103.Papelaria";"0,80";"0,3337"
"junho 2015";"8104.Cursos diversos";"0,00";"0,8094"
"junho 2015";"9.Comunicação";"0,34";"3,9608"
"julho 2015";"Índice geral";"0,62";"100,0000"
"julho 2015";"1.Alimentação e bebidas";"0,65";"25,0330"
"julho 2015";"2101.Aluguel e taxas";"0,88";"7,1512"
"julho 2015";"2103.Reparos";"0,17";"2,4866"
"julho 2015";"2104.Artigos de limpeza";"0,65";"0,8576"
"julho 2015";"22.Combustíveis e energia";"3,22";"5,1028"
"julho 2015";"3.Artigos de residência";"0,86";"4,3431"
"julho 2015";"4.Vestuário";"-0,31";"6,1900"
"julho 2015";"5101.Transporte público";"0,51";"4,5833"
"julho 2015";"5102.Veículo próprio";"0,31";"8,8125"
"julho 2015";"5104.Combustíveis (veículos)";"-0,47";"4,9497"
"julho 2015";"61.Produtos farmacêuticos e óticos";"0,27";"3,6063"
"julho 2015";"62.Serviços de saúde";"1,22";"4,9594"
"julho 2015";"63.Cuidados pessoais";"0,92";"2,6088"
"julho 2015";"71.Serviços pessoais";"0,79";"6,5267"
"julho 2015";"7201001.Cinema";"1,58";"0,1843"
"julho 2015";"7201002.CD e DVD";"0,71";"0,0507"
"julho 2015";"7201003.Ingresso para jogo";"2,58";"0,0114"
"julho 2015";"7201006.Clube";"0,96";"0,1614"
"julho 2015";"7201010.Instrumento musical";"0,34";"0,0422"
"julho 2015";"7201018.Tratamento de animais";"0,20";"0,2191"
"julho 2015";"7201019.Bicicleta";"0,46";"0,0973"
"julho 2015";"7201020.Alimento para animais";"0,99";"0,2482"
"julho 2015";"7201023.Brinquedo";"1,31";"0,4234"
"julho 2015";"7201052.Locação de DVD";"0,94";"0,1216"
"julho 2015";"7201054.Boate e danceteria";"0,46";"0,2819"
"julho 2015";"7201063.Jogos de azar";"0,00";"0,5199"
"julho 2015";"7201068.Motel";"0,76";"0,0035"
"julho 2015";"7201090.Hotel";"0,13";"0,3969"
"julho 2015";"7201095.Excursão";"-1,27";"0,3452"
"julho 2015";"7202.Fumo";"0,00";"1,0240"
"julho 2015";"7203.Fotografia e filmagem";"0,63";"0,0663"
"julho 2015";"8101.Cursos regulares";"0,00";"2,9819"
"julho 2015";"8102.Leitura";"-0,01";"0,5294"
"julho 2015";"8103.Papelaria";"0,08";"0,3337"
"julho 2015";"8104.Cursos diversos";"0,00";"0,8030"
"julho 2015";"9.Comunicação";"0,30";"3,9438"
"agosto 2015";"Índice geral";"0,22";"100,0000"
"agosto 2015";"1.Alimentação e bebidas";"-0,01";"25,0470"
"agosto 2015";"2101.Aluguel e taxas";"0,60";"7,1689"
"agosto 2015";"2103.Reparos";"0,75";"2,4753"
"agosto 2015";"2104.Artigos de limpeza";"0,49";"0,8580"
"agosto 2015";"22.Combustíveis e energia";"-0,40";"5,2348"
"agosto 2015";"3.Artigos de residência";"0,37";"4,3538"
"agosto 2015";"4.Vestuário";"0,20";"6,1338"
"agosto 2015";"5101.Transporte público";"-1,94";"4,5800"
"agosto 2015";"5102.Veículo próprio";"0,06";"8,7825"
"agosto 2015";"5104.Combustíveis (veículos)";"0,68";"4,8946"
"agosto 2015";"61.Produtos farmacêuticos e óticos";"-0,03";"3,5936"
"agosto 2015";"62.Serviços de saúde";"0,88";"4,9878"
"agosto 2015";"63.Cuidados pessoais";"1,02";"2,6173"
"agosto 2015";"71.Serviços pessoais";"0,77";"6,5376"
"agosto 2015";"7201001.Cinema";"0,74";"0,1860"
"agosto 2015";"7201002.CD e DVD";"-0,90";"0,0508"
"agosto 2015";"7201003.Ingresso para jogo";"1,92";"0,0116"
"agosto 2015";"7201006.Clube";"0,11";"0,1618"
"agosto 2015";"7201010.Instrumento musical";"1,38";"0,0420"
"agosto 2015";"7201018.Tratamento de animais";"1,92";"0,2180"
"agosto 2015";"7201019.Bicicleta";"0,91";"0,0972"
"agosto 2015";"7201020.Alimento para animais";"0,38";"0,2491"
"agosto 2015";"7201023.Brinquedo";"1,16";"0,4263"
"agosto 2015";"7201052.Locação de DVD";"1,44";"0,1220"
"agosto 2015";"7201054.Boate e danceteria";"3,11";"0,2813"
"agosto 2015";"7201063.Jogos de azar";"0,00";"0,5168"
"agosto 2015";"7201068.Motel";"2,91";"0,0035"
"agosto 2015";"7201090.Hotel";"1,15";"0,3948"
"agosto 2015";"7201095.Excursão";"0,41";"0,3387"
"agosto 2015";"7202.Fumo";"0,00";"1,0173"
"agosto 2015";"7203.Fotografia e filmagem";"1,35";"0,0662"
"agosto 2015";"8101.Cursos regulares";"0,78";"2,9633"
"agosto 2015";"8102.Leitura";"0,20";"0,5262"
"agosto 2015";"8103.Papelaria";"0,28";"0,3320"
"agosto 2015";"8104.Cursos diversos";"1,62";"0,7982"
"agosto 2015";"9.Comunicação";"0,14";"3,9316"
"setembro 2015";"Índice geral";"0,54";"100,0000"
"setembro 2015";"1.Alimentação e bebidas";"0,24";"24,9898"
"setembro 2015";"2101.Aluguel e taxas";"0,74";"7,1978"
"setembro 2015";"2103.Reparos";"-0,07";"2,4885"
"setembro 2015";"2104.Artigos de limpeza";"0,21";"0,8602"
"setembro 2015";"22.Combustíveis e energia";"2,91";"5,2024"
"setembro 2015";"3.Artigos de residência";"0,19";"4,3604"
"setembro 2015";"4.Vestuário";"0,50";"6,1319"
"setembro 2015";"5101.Transporte público";"1,80";"4,4824"
"setembro 2015";"5102.Veículo próprio";"0,57";"8,7681"
"setembro 2015";"5104.Combustíveis (veículos)";"-0,03";"4,9171"
"setembro 2015";"61.Produtos farmacêuticos e óticos";"0,34";"3,5847"
"setembro 2015";"62.Serviços de saúde";"0,86";"5,0215"
"setembro 2015";"63.Cuidados pessoais";"0,26";"2,6381"
"setembro 2015";"71.Serviços pessoais";"0,52";"6,5747"
"setembro 2015";"7201001.Cinema";"-0,25";"0,1870"
"setembro 2015";"7201002.CD e DVD";"0,85";"0,0502"
"setembro 2015";"7201003.Ingresso para jogo";"2,11";"0,0118"
"setembro 2015";"7201006.Clube";"-0,07";"0,1616"
"setembro 2015";"7201010.Instrumento musical";"2,42";"0,0425"
"setembro 2015";"7201018.Tratamento de animais";"0,51";"0,2217"
"setembro 2015";"7201019.Bicicleta";"1,29";"0,0979"
"setembro 2015";"7201020.Alimento para animais";"0,27";"0,2495"
"setembro 2015";"7201023.Brinquedo";"1,07";"0,4304"
"setembro 2015";"7201052.Locação de DVD";"0,76";"0,1235"
"setembro 2015";"7201054.Boate e danceteria";"-0,83";"0,2893"
"setembro 2015";"7201063.Jogos de azar";"0,00";"0,5157"
"setembro 2015";"7201068.Motel";"2,73";"0,0036"
"setembro 2015";"7201090.Hotel";"-1,94";"0,3985"
"setembro 2015";"7201095.Excursão";"0,11";"0,3396"
"setembro 2015";"7202.Fumo";"0,00";"1,0151"
"setembro 2015";"7203.Fotografia e filmagem";"1,25";"0,0670"
"setembro 2015";"8101.Cursos regulares";"0,00";"2,9801"
"setembro 2015";"8102.Leitura";"0,42";"0,5263"
"setembro 2015";"8103.Papelaria";"1,68";"0,3323"
"setembro 2015";"8104.Cursos diversos";"0,45";"0,8095"
"setembro 2015";"9.Comunicação";"0,01";"3,9293"
"outubro 2015";"Índice geral";"0,82";"100,0000"
"outubro 2015";"1.Alimentação e bebidas";"0,77";"24,9186"
"outubro 2015";"2101.Aluguel e taxas";"0,36";"7,2106"
"outubro 2015";"2103.Reparos";"0,56";"2,4733"
"outubro 2015";"2104.Artigos de limpeza";"0,41";"0,8575"
"outubro 2015";"22.Combustíveis e energia";"1,41";"5,3251"
"outubro 2015";"3.Artigos de residência";"0,39";"4,3458"
"outubro 2015";"4.Vestuário";"0,67";"6,1303"
"outubro 2015";"5101.Transporte público";"0,56";"4,5389"
"outubro 2015";"5102.Veículo próprio";"-0,12";"8,7690"
"outubro 2015";"5104.Combustíveis (veículos)";"6,09";"4,8879"
"outubro 2015";"61.Produtos farmacêuticos e óticos";"0,14";"3,5775"
"outubro 2015";"62.Serviços de saúde";"0,84";"5,0367"
"outubro 2015";"63.Cuidados pessoais";"0,54";"2,6313"
"outubro 2015";"71.Serviços pessoais";"0,82";"6,5728"
"outubro 2015";"7201001.Cinema";"0,67";"0,1855"
"outubro 2015";"7201002.CD e DVD";"-0,32";"0,0504"
