"Tabela 2938 - IPCA - Variação mensal, acumulada no ano e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de julho/2006 até dezembro/2011)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"abril 2008";"7201052.Aluguel de DVD e fita de videocassete";"-0,29";"0,2235"
"abril 2008";"7201054.Boate, danceteria e discoteca";"0,22";"0,4369"
"abril 2008";"7201063.Jogos de azar";"0,00";"0,4034"
"abril 2008";"7201068.Motel";"0,51";"0,0831"
"abril 2008";"7201083.Material esportivo";"0,48";"0,0048"
"abril 2008";"7201090.Hotel";"1,54";"0,3119"
"abril 2008";"7201095.Excursão";"-0,70";"0,1136"
"abril 2008";"7202.Fumo";"0,00";"0,8557"
"abril 2008";"7203.Fotografia e filmagem";"-0,44";"0,2435"
"abril 2008";"8101.Cursos";"0,10";"4,9914"
"abril 2008";"8102.Leitura";"0,06";"0,8106"
"abril 2008";"8103.Papelaria";"-0,65";"0,3184"
"abril 2008";"8104.Cursos diversos";"0,00";"1,0711"
"abril 2008";"9.Comunicação";"0,06";"6,1069"
"maio 2008";"Índice geral";"0,79";"100,0000"
"maio 2008";"1.Alimentação e bebidas";"1,95";"22,1944"
"maio 2008";"2101.Aluguel e taxas";"0,22";"6,3530"
"maio 2008";"2103.Reparos";"1,16";"1,4423"
"maio 2008";"2104.Artigos de limpeza";"1,81";"0,7633"
"maio 2008";"22.Combustíveis e energia";"-0,06";"4,5920"
"maio 2008";"3.Artigos de residência";"0,17";"4,3181"
"maio 2008";"4.Vestuário";"0,98";"6,5162"
"maio 2008";"5101.Transporte público";"0,29";"6,4904"
"maio 2008";"5102.Veículo próprio";"0,39";"8,7753"
"maio 2008";"5104.Combustíveis (veículos)";"0,26";"4,8606"
"maio 2008";"61.Produtos farmacêuticos e óticos";"0,93";"3,3182"
"maio 2008";"62.Serviços de saúde";"0,43";"5,1506"
"maio 2008";"63.Cuidados pessoais";"0,75";"2,3015"
"maio 2008";"71.Serviços pessoais";"1,90";"5,1459"
"maio 2008";"7201001.Cinema";"-0,54";"0,3002"
"maio 2008";"7201003.Ingresso para jogo";"19,69";"0,0569"
"maio 2008";"7201006.Clube";"0,22";"0,2046"
"maio 2008";"7201008.Disco laser";"0,52";"0,2671"
"maio 2008";"7201010.Instrumento musical";"0,06";"0,0898"
"maio 2008";"7201018.Compra e tratamento de animais";"-0,52";"0,0675"
"maio 2008";"7201019.Bicicleta";"-0,28";"0,0817"
"maio 2008";"7201020.Alimento para animais";"1,32";"0,3413"
"maio 2008";"7201023.Brinquedo";"-1,27";"0,4683"
"maio 2008";"7201052.Aluguel de DVD e fita de videocassete";"0,32";"0,2216"
"maio 2008";"7201054.Boate, danceteria e discoteca";"-0,26";"0,4355"
"maio 2008";"7201063.Jogos de azar";"0,00";"0,4009"
"maio 2008";"7201068.Motel";"0,69";"0,0831"
"maio 2008";"7201083.Material esportivo";"-1,40";"0,0048"
"maio 2008";"7201090.Hotel";"-0,37";"0,3152"
"maio 2008";"7201095.Excursão";"0,03";"0,1124"
"maio 2008";"7202.Fumo";"0,00";"0,8511"
"maio 2008";"7203.Fotografia e filmagem";"0,60";"0,2411"
"maio 2008";"8101.Cursos";"0,00";"4,9703"
"maio 2008";"8102.Leitura";"0,24";"0,8066"
"maio 2008";"8103.Papelaria";"0,12";"0,3145"
"maio 2008";"8104.Cursos diversos";"0,00";"1,0656"
"maio 2008";"9.Comunicação";"-0,02";"6,0782"
"junho 2008";"Índice geral";"0,74";"100,0000"
"junho 2008";"1.Alimentação e bebidas";"2,11";"22,4530"
"junho 2008";"2101.Aluguel e taxas";"0,50";"6,3157"
"junho 2008";"2103.Reparos";"0,83";"1,4469"
"junho 2008";"2104.Artigos de limpeza";"1,33";"0,7712"
"junho 2008";"22.Combustíveis e energia";"-0,43";"4,5534"
"junho 2008";"3.Artigos de residência";"0,13";"4,2916"
"junho 2008";"4.Vestuário";"0,42";"6,5291"
"junho 2008";"5101.Transporte público";"0,23";"6,4602"
"junho 2008";"5102.Veículo próprio";"0,43";"8,7376"
"junho 2008";"5104.Combustíveis (veículos)";"0,00";"4,8336"
"junho 2008";"61.Produtos farmacêuticos e óticos";"0,70";"3,3231"
"junho 2008";"62.Serviços de saúde";"0,36";"5,1328"
"junho 2008";"63.Cuidados pessoais";"1,29";"2,3010"
"junho 2008";"71.Serviços pessoais";"0,72";"5,2021"
"junho 2008";"7201001.Cinema";"0,28";"0,2962"
"junho 2008";"7201003.Ingresso para jogo";"4,02";"0,0675"
"junho 2008";"7201006.Clube";"0,49";"0,2034"
"junho 2008";"7201008.Disco laser";"-0,26";"0,2665"
"junho 2008";"7201010.Instrumento musical";"-0,50";"0,0891"
"junho 2008";"7201018.Compra e tratamento de animais";"-0,49";"0,0667"
"junho 2008";"7201019.Bicicleta";"0,36";"0,0809"
"junho 2008";"7201020.Alimento para animais";"1,51";"0,3431"
"junho 2008";"7201023.Brinquedo";"0,07";"0,4588"
"junho 2008";"7201052.Aluguel de DVD e fita de videocassete";"0,43";"0,2206"
"junho 2008";"7201054.Boate, danceteria e discoteca";"-1,02";"0,4307"
"junho 2008";"7201063.Jogos de azar";"0,68";"0,3980"
"junho 2008";"7201068.Motel";"0,74";"0,0830"
"junho 2008";"7201083.Material esportivo";"2,64";"0,0047"
"junho 2008";"7201090.Hotel";"1,86";"0,3115"
"junho 2008";"7201095.Excursão";"1,83";"0,1115"
"junho 2008";"7202.Fumo";"0,00";"0,8442"
"junho 2008";"7203.Fotografia e filmagem";"-0,67";"0,2406"
"junho 2008";"8101.Cursos";"0,00";"4,9305"
"junho 2008";"8102.Leitura";"0,22";"0,8023"
"junho 2008";"8103.Papelaria";"0,46";"0,3125"
"junho 2008";"8104.Cursos diversos";"0,00";"1,0572"
"junho 2008";"9.Comunicação";"0,29";"6,0294"
"julho 2008";"Índice geral";"0,53";"100,0000"
"julho 2008";"1.Alimentação e bebidas";"1,05";"22,7594"
"julho 2008";"2101.Aluguel e taxas";"0,45";"6,3009"
"julho 2008";"2103.Reparos";"0,47";"1,4480"
"julho 2008";"2104.Artigos de limpeza";"1,09";"0,7757"
"julho 2008";"22.Combustíveis e energia";"0,76";"4,5008"
"julho 2008";"3.Artigos de residência";"0,05";"4,2658"
"julho 2008";"4.Vestuário";"-0,03";"6,5080"
"julho 2008";"5101.Transporte público";"0,54";"6,4286"
"julho 2008";"5102.Veículo próprio";"0,23";"8,7100"
"julho 2008";"5104.Combustíveis (veículos)";"0,74";"4,7984"
"julho 2008";"61.Produtos farmacêuticos e óticos";"0,46";"3,3219"
"julho 2008";"62.Serviços de saúde";"0,44";"5,1136"
"julho 2008";"63.Cuidados pessoais";"0,55";"2,3136"
"julho 2008";"71.Serviços pessoais";"0,40";"5,2008"
"julho 2008";"7201001.Cinema";"0,45";"0,2948"
"julho 2008";"7201003.Ingresso para jogo";"0,96";"0,0698"
"julho 2008";"7201006.Clube";"-0,20";"0,2028"
"julho 2008";"7201008.Disco laser";"0,77";"0,2638"
"julho 2008";"7201010.Instrumento musical";"-1,23";"0,0880"
"julho 2008";"7201018.Compra e tratamento de animais";"2,21";"0,0658"
"julho 2008";"7201019.Bicicleta";"0,49";"0,0806"
"julho 2008";"7201020.Alimento para animais";"1,47";"0,3458"
"julho 2008";"7201023.Brinquedo";"-0,82";"0,4558"
"julho 2008";"7201052.Aluguel de DVD e fita de videocassete";"-0,15";"0,2199"
"julho 2008";"7201054.Boate, danceteria e discoteca";"0,87";"0,4231"
"julho 2008";"7201063.Jogos de azar";"1,43";"0,3979"
"julho 2008";"7201068.Motel";"2,97";"0,0830"
"julho 2008";"7201083.Material esportivo";"1,17";"0,0047"
"julho 2008";"7201090.Hotel";"1,48";"0,3149"
"julho 2008";"7201095.Excursão";"5,40";"0,1127"
"julho 2008";"7202.Fumo";"0,09";"0,8380"
"julho 2008";"7203.Fotografia e filmagem";"-0,23";"0,2372"
"julho 2008";"8101.Cursos";"0,00";"4,8942"
"julho 2008";"8102.Leitura";"0,05";"0,7982"
"julho 2008";"8103.Papelaria";"-0,57";"0,3117"
"julho 2008";"8104.Cursos diversos";"0,01";"1,0494"
"julho 2008";"9.Comunicação";"0,36";"6,0025"
"agosto 2008";"Índice geral";"0,28";"100,0000"
"agosto 2008";"1.Alimentação e bebidas";"-0,18";"22,8765"
"agosto 2008";"2101.Aluguel e taxas";"0,77";"6,2963"
"agosto 2008";"2103.Reparos";"0,72";"1,4471"
"agosto 2008";"2104.Artigos de limpeza";"0,96";"0,7800"
"agosto 2008";"22.Combustíveis e energia";"0,76";"4,5113"
"agosto 2008";"3.Artigos de residência";"0,23";"4,2452"
"agosto 2008";"4.Vestuário";"0,39";"6,4720"
"agosto 2008";"5101.Transporte público";"0,00";"6,4302"
"agosto 2008";"5102.Veículo próprio";"0,21";"8,6845"
"agosto 2008";"5104.Combustíveis (veículos)";"-0,15";"4,8083"
"agosto 2008";"61.Produtos farmacêuticos e óticos";"-0,17";"3,3196"
"agosto 2008";"62.Serviços de saúde";"0,64";"5,1092"
"agosto 2008";"63.Cuidados pessoais";"0,30";"2,3140"
"agosto 2008";"71.Serviços pessoais";"0,77";"5,1943"
"agosto 2008";"7201001.Cinema";"0,64";"0,2946"
"agosto 2008";"7201003.Ingresso para jogo";"-2,98";"0,0700"
"agosto 2008";"7201006.Clube";"0,41";"0,2014"
"agosto 2008";"7201008.Disco laser";"-0,03";"0,2645"
"agosto 2008";"7201010.Instrumento musical";"1,51";"0,0864"
"agosto 2008";"7201018.Compra e tratamento de animais";"1,74";"0,0669"
"agosto 2008";"7201019.Bicicleta";"0,39";"0,0805"
"agosto 2008";"7201020.Alimento para animais";"2,40";"0,3490"
"agosto 2008";"7201023.Brinquedo";"0,43";"0,4496"
"agosto 2008";"7201052.Aluguel de DVD e fita de videocassete";"1,86";"0,2184"
"agosto 2008";"7201054.Boate, danceteria e discoteca";"-0,17";"0,4244"
"agosto 2008";"7201063.Jogos de azar";"0,00";"0,4015"
"agosto 2008";"7201068.Motel";"1,12";"0,0850"
"agosto 2008";"7201083.Material esportivo";"-5,20";"0,0048"
"agosto 2008";"7201090.Hotel";"1,68";"0,3179"
"agosto 2008";"7201095.Excursão";"-4,42";"0,1182"
"agosto 2008";"7202.Fumo";"1,35";"0,8343"
"agosto 2008";"7203.Fotografia e filmagem";"0,70";"0,2354"
"agosto 2008";"8101.Cursos";"0,22";"4,8688"
"agosto 2008";"8102.Leitura";"0,16";"0,7945"
"agosto 2008";"8103.Papelaria";"0,10";"0,3082"
"agosto 2008";"8104.Cursos diversos";"1,64";"1,0439"
"agosto 2008";"9.Comunicação";"0,69";"5,9930"
"setembro 2008";"Índice geral";"0,26";"100,0000"
"setembro 2008";"1.Alimentação e bebidas";"-0,27";"22,7695"
"setembro 2008";"2101.Aluguel e taxas";"0,73";"6,3276"
"setembro 2008";"2103.Reparos";"1,27";"1,4537"
"setembro 2008";"2104.Artigos de limpeza";"1,84";"0,7853"
"setembro 2008";"22.Combustíveis e energia";"-0,30";"4,5325"
"setembro 2008";"3.Artigos de residência";"0,37";"4,2428"
"setembro 2008";"4.Vestuário";"0,70";"6,4795"
"setembro 2008";"5101.Transporte público";"0,07";"6,4105"
"setembro 2008";"5102.Veículo próprio";"0,46";"8,6800"
"setembro 2008";"5104.Combustíveis (veículos)";"0,69";"4,7890"
"setembro 2008";"61.Produtos farmacêuticos e óticos";"0,24";"3,3049"
"setembro 2008";"62.Serviços de saúde";"0,44";"5,1273"
"setembro 2008";"63.Cuidados pessoais";"0,82";"2,3146"
"setembro 2008";"71.Serviços pessoais";"0,67";"5,2201"
"setembro 2008";"7201001.Cinema";"0,17";"0,2957"
"setembro 2008";"7201003.Ingresso para jogo";"5,83";"0,0677"
"setembro 2008";"7201006.Clube";"0,27";"0,2016"
"setembro 2008";"7201008.Disco laser";"-0,16";"0,2637"
"setembro 2008";"7201010.Instrumento musical";"-0,88";"0,0875"
"setembro 2008";"7201018.Compra e tratamento de animais";"1,76";"0,0679"
"setembro 2008";"7201019.Bicicleta";"-0,48";"0,0806"
"setembro 2008";"7201020.Alimento para animais";"0,52";"0,3564"
"setembro 2008";"7201023.Brinquedo";"0,34";"0,4503"
"setembro 2008";"7201052.Aluguel de DVD e fita de videocassete";"1,18";"0,2219"
"setembro 2008";"7201054.Boate, danceteria e discoteca";"0,58";"0,4226"
"setembro 2008";"7201063.Jogos de azar";"0,00";"0,4003"
"setembro 2008";"7201068.Motel";"0,30";"0,0858"
"setembro 2008";"7201083.Material esportivo";"1,69";"0,0045"
"setembro 2008";"7201090.Hotel";"0,04";"0,3225"
"setembro 2008";"7201095.Excursão";"3,10";"0,1126"
"setembro 2008";"7202.Fumo";"3,17";"0,8430"
"setembro 2008";"7203.Fotografia e filmagem";"-0,18";"0,2364"
"setembro 2008";"8101.Cursos";"0,00";"4,8656"
"setembro 2008";"8102.Leitura";"-0,02";"0,7934"
"setembro 2008";"8103.Papelaria";"0,21";"0,3076"
"setembro 2008";"8104.Cursos diversos";"-0,39";"1,0581"
"setembro 2008";"9.Comunicação";"-0,12";"6,0171"
"outubro 2008";"Índice geral";"0,45";"100,0000"
"outubro 2008";"1.Alimentação e bebidas";"0,69";"22,6505"
"outubro 2008";"2101.Aluguel e taxas";"0,51";"6,3572"
"outubro 2008";"2103.Reparos";"1,84";"1,4681"
"outubro 2008";"2104.Artigos de limpeza";"0,72";"0,7977"
"outubro 2008";"22.Combustíveis e energia";"0,37";"4,5068"
"outubro 2008";"3.Artigos de residência";"0,40";"4,2471"
"outubro 2008";"4.Vestuário";"1,27";"6,5082"
"outubro 2008";"5101.Transporte público";"0,19";"6,3999"
"outubro 2008";"5102.Veículo próprio";"-0,06";"8,6951"
"outubro 2008";"5104.Combustíveis (veículos)";"-0,06";"4,8091"
"outubro 2008";"61.Produtos farmacêuticos e óticos";"0,10";"3,3046"
"outubro 2008";"62.Serviços de saúde";"0,34";"5,1372"
"outubro 2008";"63.Cuidados pessoais";"0,33";"2,3277"
"outubro 2008";"71.Serviços pessoais";"0,92";"5,2414"
"outubro 2008";"7201001.Cinema";"-0,20";"0,2954"
"outubro 2008";"7201003.Ingresso para jogo";"1,99";"0,0715"
"outubro 2008";"7201006.Clube";"0,06";"0,2015"
"outubro 2008";"7201008.Disco laser";"1,38";"0,2627"
"outubro 2008";"7201010.Instrumento musical";"-0,01";"0,0865"
"outubro 2008";"7201018.Compra e tratamento de animais";"-0,25";"0,0689"
"outubro 2008";"7201019.Bicicleta";"1,26";"0,0800"
"outubro 2008";"7201020.Alimento para animais";"0,79";"0,3572"
"outubro 2008";"7201023.Brinquedo";"-0,97";"0,4506"
"outubro 2008";"7201052.Aluguel de DVD e fita de videocassete";"-0,62";"0,2239"
"outubro 2008";"7201054.Boate, danceteria e discoteca";"1,48";"0,4237"
"outubro 2008";"7201063.Jogos de azar";"0,00";"0,3994"
"outubro 2008";"7201068.Motel";"-0,22";"0,0859"
"outubro 2008";"7201083.Material esportivo";"-2,73";"0,0046"
"outubro 2008";"7201090.Hotel";"0,89";"0,3217"
"outubro 2008";"7201095.Excursão";"3,91";"0,1158"
"outubro 2008";"7202.Fumo";"0,40";"0,8672"
"outubro 2008";"7203.Fotografia e filmagem";"-0,12";"0,2353"
"outubro 2008";"8101.Cursos";"0,00";"4,8529"
"outubro 2008";"8102.Leitura";"0,05";"0,7913"
"outubro 2008";"8103.Papelaria";"0,20";"0,3075"
"outubro 2008";"8104.Cursos diversos";"0,03";"1,0513"
"outubro 2008";"9.Comunicação";"0,17";"5,9945"
"novembro 2008";"Índice geral";"0,36";"100,0000"
"novembro 2008";"1.Alimentação e bebidas";"0,61";"22,7067"
"novembro 2008";"2101.Aluguel e taxas";"0,45";"6,3603"
"novembro 2008";"2103.Reparos";"1,13";"1,4882"
"novembro 2008";"2104.Artigos de limpeza";"0,60";"0,7999"
"novembro 2008";"22.Combustíveis e energia";"0,13";"4,5035"
"novembro 2008";"3.Artigos de residência";"0,68";"4,2452"
"novembro 2008";"4.Vestuário";"0,71";"6,5620"
"novembro 2008";"5101.Transporte público";"0,11";"6,3839"
"novembro 2008";"5102.Veículo próprio";"-0,24";"8,6501"
"novembro 2008";"5104.Combustíveis (veículos)";"0,23";"4,7846"
"novembro 2008";"61.Produtos farmacêuticos e óticos";"0,31";"3,2934"
"novembro 2008";"62.Serviços de saúde";"0,46";"5,1311"
"novembro 2008";"63.Cuidados pessoais";"0,08";"2,3248"
"novembro 2008";"71.Serviços pessoais";"0,76";"5,2658"
"novembro 2008";"7201001.Cinema";"0,61";"0,2934"
"novembro 2008";"7201003.Ingresso para jogo";"-2,31";"0,0727"
"novembro 2008";"7201006.Clube";"0,40";"0,2008"
"novembro 2008";"7201008.Disco laser";"0,08";"0,2652"
"novembro 2008";"7201010.Instrumento musical";"2,24";"0,0861"
"novembro 2008";"7201018.Compra e tratamento de animais";"-0,41";"0,0684"
"novembro 2008";"7201019.Bicicleta";"1,29";"0,0807"
"novembro 2008";"7201020.Alimento para animais";"-0,44";"0,3585"
"novembro 2008";"7201023.Brinquedo";"0,63";"0,4443"
"novembro 2008";"7201052.Aluguel de DVD e fita de videocassete";"0,58";"0,2215"
"novembro 2008";"7201054.Boate, danceteria e discoteca";"-2,06";"0,4281"
"novembro 2008";"7201063.Jogos de azar";"0,00";"0,3975"
"novembro 2008";"7201068.Motel";"2,40";"0,0853"
"novembro 2008";"7201083.Material esportivo";"0,71";"0,0045"
"novembro 2008";"7201090.Hotel";"1,12";"0,3233"
"novembro 2008";"7201095.Excursão";"5,15";"0,1197"
"novembro 2008";"7202.Fumo";"0,00";"0,8666"
"novembro 2008";"7203.Fotografia e filmagem";"-0,21";"0,2340"
"novembro 2008";"8101.Cursos";"0,00";"4,8306"
"novembro 2008";"8102.Leitura";"-0,03";"0,7880"
"novembro 2008";"8103.Papelaria";"1,14";"0,3067"
"novembro 2008";"8104.Cursos diversos";"0,00";"1,0471"
"novembro 2008";"9.Comunicação";"0,13";"5,9773"
"dezembro 2008";"Índice geral";"0,28";"100,0000"
"dezembro 2008";"1.Alimentação e bebidas";"0,36";"22,7608"
"dezembro 2008";"2101.Aluguel e taxas";"0,21";"6,3660"
"dezembro 2008";"2103.Reparos";"1,00";"1,4994"
"dezembro 2008";"2104.Artigos de limpeza";"0,64";"0,8018"
"dezembro 2008";"22.Combustíveis e energia";"0,06";"4,4924"
"dezembro 2008";"3.Artigos de residência";"-0,04";"4,2586"
"dezembro 2008";"4.Vestuário";"0,99";"6,5839"
"dezembro 2008";"5101.Transporte público";"0,94";"6,3673"
"dezembro 2008";"5102.Veículo próprio";"-0,73";"8,6002"
"dezembro 2008";"5104.Combustíveis (veículos)";"-0,04";"4,7783"
"dezembro 2008";"61.Produtos farmacêuticos e óticos";"-0,03";"3,2914"
"dezembro 2008";"62.Serviços de saúde";"0,45";"5,1362"
"dezembro 2008";"63.Cuidados pessoais";"0,54";"2,3183"
"dezembro 2008";"71.Serviços pessoais";"0,93";"5,2869"
"dezembro 2008";"7201001.Cinema";"0,34";"0,2942"
"dezembro 2008";"7201003.Ingresso para jogo";"-2,51";"0,0707"
"dezembro 2008";"7201006.Clube";"0,00";"0,2009"
"dezembro 2008";"7201008.Disco laser";"1,71";"0,2644"
"dezembro 2008";"7201010.Instrumento musical";"2,13";"0,0878"
"dezembro 2008";"7201018.Compra e tratamento de animais";"1,44";"0,0679"
"dezembro 2008";"7201019.Bicicleta";"-0,18";"0,0814"
"dezembro 2008";"7201020.Alimento para animais";"0,99";"0,3557"
"dezembro 2008";"7201023.Brinquedo";"0,83";"0,4454"
"dezembro 2008";"7201052.Aluguel de DVD e fita de videocassete";"-0,61";"0,2220"
"dezembro 2008";"7201054.Boate, danceteria e discoteca";"-2,28";"0,4178"
"dezembro 2008";"7201063.Jogos de azar";"0,00";"0,3961"
"dezembro 2008";"7201068.Motel";"-0,43";"0,0871"
"dezembro 2008";"7201083.Material esportivo";"-0,68";"0,0045"
"dezembro 2008";"7201090.Hotel";"0,07";"0,3258"
"dezembro 2008";"7201095.Excursão";"3,71";"0,1256"
"dezembro 2008";"7202.Fumo";"0,00";"0,8637"
"dezembro 2008";"7203.Fotografia e filmagem";"0,79";"0,2327"
"dezembro 2008";"8101.Cursos";"0,00";"4,8140"
"dezembro 2008";"8102.Leitura";"0,42";"0,7849"
"dezembro 2008";"8103.Papelaria";"0,74";"0,3090"
"dezembro 2008";"8104.Cursos diversos";"-0,01";"1,0433"
"dezembro 2008";"9.Comunicação";"0,00";"5,9639"
"janeiro 2009";"Índice geral";"0,48";"100,0000"
"janeiro 2009";"1.Alimentação e bebidas";"0,75";"22,7773"
"janeiro 2009";"2101.Aluguel e taxas";"0,78";"6,3622"
"janeiro 2009";"2103.Reparos";"0,69";"1,5110"
"janeiro 2009";"2104.Artigos de limpeza";"0,41";"0,8045"
"janeiro 2009";"22.Combustíveis e energia";"0,03";"4,4816"
"janeiro 2009";"3.Artigos de residência";"0,45";"4,2455"
"janeiro 2009";"4.Vestuário";"0,05";"6,6309"
"janeiro 2009";"5101.Transporte público";"2,50";"6,4065"
"janeiro 2009";"5102.Veículo próprio";"-1,38";"8,5178"
"janeiro 2009";"5104.Combustíveis (veículos)";"0,53";"4,7644"
"janeiro 2009";"61.Produtos farmacêuticos e óticos";"0,58";"3,2807"
"janeiro 2009";"62.Serviços de saúde";"0,65";"5,1444"
"janeiro 2009";"63.Cuidados pessoais";"0,32";"2,3240"
"janeiro 2009";"71.Serviços pessoais";"0,77";"5,3221"
"janeiro 2009";"7201001.Cinema";"1,27";"0,2944"
"janeiro 2009";"7201003.Ingresso para jogo";"-2,72";"0,0687"
"janeiro 2009";"7201006.Clube";"1,44";"0,2004"
"janeiro 2009";"7201008.Disco laser";"0,10";"0,2681"
"janeiro 2009";"7201010.Instrumento musical";"2,23";"0,0895"
"janeiro 2009";"7201018.Compra e tratamento de animais";"-2,75";"0,0689"
"janeiro 2009";"7201019.Bicicleta";"0,89";"0,0809"
"janeiro 2009";"7201020.Alimento para animais";"0,02";"0,3582"
"janeiro 2009";"7201023.Brinquedo";"-0,13";"0,4478"
"janeiro 2009";"7201052.Aluguel de DVD e fita de videocassete";"-0,23";"0,2201"
"janeiro 2009";"7201054.Boate, danceteria e discoteca";"0,50";"0,4075"
"janeiro 2009";"7201063.Jogos de azar";"0,00";"0,3947"
"janeiro 2009";"7201068.Motel";"1,14";"0,0865"
"janeiro 2009";"7201083.Material esportivo";"2,96";"0,0044"
"janeiro 2009";"7201090.Hotel";"2,60";"0,3253"
"janeiro 2009";"7201095.Excursão";"2,92";"0,1301"
"janeiro 2009";"7202.Fumo";"0,00";"0,8616"
"janeiro 2009";"7203.Fotografia e filmagem";"1,27";"0,2340"
"janeiro 2009";"8101.Cursos";"0,10";"4,8017"
"janeiro 2009";"8102.Leitura";"1,38";"0,7859"
"janeiro 2009";"8103.Papelaria";"1,97";"0,3103"
"janeiro 2009";"8104.Cursos diversos";"0,15";"1,0405"
"janeiro 2009";"9.Comunicação";"0,05";"5,9474"
"fevereiro 2009";"Índice geral";"0,55";"100,0000"
"fevereiro 2009";"1.Alimentação e bebidas";"0,27";"22,8362"
"fevereiro 2009";"2101.Aluguel e taxas";"0,50";"6,3820"
"fevereiro 2009";"2103.Reparos";"0,73";"1,5154"
"fevereiro 2009";"2104.Artigos de limpeza";"0,43";"0,8039"
"fevereiro 2009";"22.Combustíveis e energia";"-0,39";"4,4613"
"fevereiro 2009";"3.Artigos de residência";"0,28";"4,2445"
"fevereiro 2009";"4.Vestuário";"-0,24";"6,6029"
"fevereiro 2009";"5101.Transporte público";"1,15";"6,5308"
"fevereiro 2009";"5102.Veículo próprio";"-0,36";"8,3640"
"fevereiro 2009";"5104.Combustíveis (veículos)";"0,02";"4,7683"
"fevereiro 2009";"61.Produtos farmacêuticos e óticos";"0,35";"3,2836"
"fevereiro 2009";"62.Serviços de saúde";"0,76";"5,1531"
"fevereiro 2009";"63.Cuidados pessoais";"-0,07";"2,3207"
"fevereiro 2009";"71.Serviços pessoais";"0,48";"5,3385"
"fevereiro 2009";"7201001.Cinema";"0,45";"0,2968"
"fevereiro 2009";"7201003.Ingresso para jogo";"2,33";"0,0664"
"fevereiro 2009";"7201006.Clube";"1,37";"0,2023"
"fevereiro 2009";"7201008.Disco laser";"0,41";"0,2669"
"fevereiro 2009";"7201010.Instrumento musical";"-0,75";"0,0910"
"fevereiro 2009";"7201018.Compra e tratamento de animais";"0,16";"0,0667"
"fevereiro 2009";"7201019.Bicicleta";"-0,02";"0,0812"
"fevereiro 2009";"7201020.Alimento para animais";"-0,58";"0,3565"
"fevereiro 2009";"7201023.Brinquedo";"1,39";"0,4451"
"fevereiro 2009";"7201052.Aluguel de DVD e fita de videocassete";"0,70";"0,2186"
"fevereiro 2009";"7201054.Boate, danceteria e discoteca";"-0,19";"0,4078"
"fevereiro 2009";"7201063.Jogos de azar";"0,00";"0,3926"
"fevereiro 2009";"7201068.Motel";"0,73";"0,0870"
"fevereiro 2009";"7201083.Material esportivo";"-2,91";"0,0045"
"fevereiro 2009";"7201090.Hotel";"0,26";"0,3320"
"fevereiro 2009";"7201095.Excursão";"-6,43";"0,1333"
"fevereiro 2009";"7202.Fumo";"0,00";"0,8578"
"fevereiro 2009";"7203.Fotografia e filmagem";"0,70";"0,2359"
"fevereiro 2009";"8101.Cursos";"5,64";"4,7848"
"fevereiro 2009";"8102.Leitura";"0,38";"0,7931"
"fevereiro 2009";"8103.Papelaria";"-1,00";"0,3149"
"fevereiro 2009";"8104.Cursos diversos";"5,88";"1,0369"
"fevereiro 2009";"9.Comunicação";"0,15";"5,9224"
"março 2009";"Índice geral";"0,20";"100,0000"
"março 2009";"1.Alimentação e bebidas";"0,30";"22,7721"
"março 2009";"2101.Aluguel e taxas";"0,23";"6,3786"
"março 2009";"2103.Reparos";"0,34";"1,5185"
"março 2009";"2104.Artigos de limpeza";"0,35";"0,8029"
"março 2009";"22.Combustíveis e energia";"0,23";"4,4194"
"março 2009";"3.Artigos de residência";"0,48";"4,2327"
"março 2009";"4.Vestuário";"0,70";"6,5512"
"março 2009";"5101.Transporte público";"0,22";"6,5688"
"março 2009";"5102.Veículo próprio";"-0,11";"8,2887"
"março 2009";"5104.Combustíveis (veículos)";"-0,41";"4,7441"
"março 2009";"61.Produtos farmacêuticos e óticos";"0,33";"3,2772"
"março 2009";"62.Serviços de saúde";"0,43";"5,1635"
"março 2009";"63.Cuidados pessoais";"0,26";"2,3067"
"março 2009";"71.Serviços pessoais";"0,25";"5,3342"
"março 2009";"7201001.Cinema";"-0,06";"0,2965"
"março 2009";"7201003.Ingresso para jogo";"-2,40";"0,0676"
"março 2009";"7201006.Clube";"1,61";"0,2039"
"março 2009";"7201008.Disco laser";"-2,25";"0,2666"
"março 2009";"7201010.Instrumento musical";"0,30";"0,0898"
"março 2009";"7201018.Compra e tratamento de animais";"0,44";"0,0665"
"março 2009";"7201019.Bicicleta";"0,90";"0,0808"
"março 2009";"7201020.Alimento para animais";"0,45";"0,3524"
"março 2009";"7201023.Brinquedo";"0,63";"0,4488"
"março 2009";"7201052.Aluguel de DVD e fita de videocassete";"-0,52";"0,2190"
"março 2009";"7201054.Boate, danceteria e discoteca";"1,72";"0,4048"
"março 2009";"7201063.Jogos de azar";"0,00";"0,3904"
"março 2009";"7201068.Motel";"1,76";"0,0871"
"março 2009";"7201083.Material esportivo";"4,16";"0,0044"
"março 2009";"7201090.Hotel";"1,43";"0,3310"
"março 2009";"7201095.Excursão";"-4,71";"0,1240"
