10122003;220;A;USD;2,9421;2,9429;1,0000;1,0000
11122003;220;A;USD;2,9426;2,9434;1,0000;1,0000
12122003;220;A;USD;2,9412;2,9420;1,0000;1,0000
15122003;220;A;USD;2,9285;2,9293;1,0000;1,0000
16122003;220;A;USD;2,9312;2,9320;1,0000;1,0000
17122003;220;A;USD;2,9373;2,9381;1,0000;1,0000
18122003;220;A;USD;2,9333;2,9341;1,0000;1,0000
19122003;220;A;USD;2,9270;2,9278;1,0000;1,0000
22122003;220;A;USD;2,9231;2,9239;1,0000;1,0000
23122003;220;A;USD;2,9167;2,9175;1,0000;1,0000
24122003;220;A;USD;2,9074;2,9082;1,0000;1,0000
26122003;220;A;USD;2,8986;2,8994;1,0000;1,0000
29122003;220;A;USD;2,8875;2,8883;1,0000;1,0000
30122003;220;A;USD;2,8884;2,8892;1,0000;1,0000
31122003;220;A;USD;2,8884;2,8892;1,0000;1,0000
02012004;220;A;USD;2,8854;2,8862;1,0000;1,0000
05012004;220;A;USD;2,8619;2,8627;1,0000;1,0000
06012004;220;A;USD;2,8500;2,8508;1,0000;1,0000
07012004;220;A;USD;2,8715;2,8723;1,0000;1,0000
08012004;220;A;USD;2,8580;2,8588;1,0000;1,0000
09012004;220;A;USD;2,8414;2,8422;1,0000;1,0000
12012004;220;A;USD;2,8155;2,8163;1,0000;1,0000
13012004;220;A;USD;2,8014;2,8022;1,0000;1,0000
14012004;220;A;USD;2,8134;2,8142;1,0000;1,0000
15012004;220;A;USD;2,8118;2,8126;1,0000;1,0000
16012004;220;A;USD;2,8176;2,8184;1,0000;1,0000
19012004;220;A;USD;2,8411;2,8419;1,0000;1,0000
20012004;220;A;USD;2,8374;2,8382;1,0000;1,0000
21012004;220;A;USD;2,8409;2,8417;1,0000;1,0000
22012004;220;A;USD;2,8409;2,8417;1,0000;1,0000
23012004;220;A;USD;2,8427;2,8435;1,0000;1,0000
26012004;220;A;USD;2,8423;2,8431;1,0000;1,0000
27012004;220;A;USD;2,8579;2,8587;1,0000;1,0000
28012004;220;A;USD;2,8777;2,8785;1,0000;1,0000
29012004;220;A;USD;2,9228;2,9236;1,0000;1,0000
30012004;220;A;USD;2,9401;2,9409;1,0000;1,0000
02022004;220;A;USD;2,9478;2,9486;1,0000;1,0000
03022004;220;A;USD;2,9318;2,9326;1,0000;1,0000
04022004;220;A;USD;2,9098;2,9106;1,0000;1,0000
05022004;220;A;USD;2,9327;2,9335;1,0000;1,0000
06022004;220;A;USD;2,9492;2,9500;1,0000;1,0000
09022004;220;A;USD;2,9333;2,9341;1,0000;1,0000
10022004;220;A;USD;2,9190;2,9198;1,0000;1,0000
11022004;220;A;USD;2,9245;2,9253;1,0000;1,0000
12022004;220;A;USD;2,9034;2,9042;1,0000;1,0000
13022004;220;A;USD;2,9077;2,9085;1,0000;1,0000
